Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr6,13.423,3.871,TXNDC5,ENSG00000239264.9_5
chr5,41.472,3.87,HNRNPA0,ENSG00000177733.7_4
chr5,3.285,3.87,CXXC5,ENSG00000171604.12_4
chr4,7.71,3.87,SETD7,ENSG00000145391.13_4
chr10,8.249,3.868,ZNF503,ENSG00000165655.17_5
chr22,7.106,3.866,CRKL,ENSG00000099942.13_3
chr1,20.534,3.865,RAB4A,ENSG00000168118.12_4
chr22,15.995,3.865,RPL3,ENSG00000100316.16_6
chr7,4.135,3.865,HOXA13,ENSG00000106031.9_7
chr6,8.407,3.864,SOX4,ENSG00000124766.7_4
chr1,3.925,3.864,,
chr4,4.661,3.864,WDFY3,ENSG00000163625.15_5
chr19,11.888,3.864,ELAVL1,ENSG00000066044.15_5
chr1,7.33,3.862,CLSTN1,ENSG00000171603.18_4
chr5,65.798,3.862,HNRNPA0,ENSG00000177733.7_4
chr4,3.609,3.861,TMEM165,ENSG00000134851.13_4
chr4,5.674,3.861,PCDH10,ENSG00000138650.9_4
chr7,3.06,3.861,INSIG1,ENSG00000186480.13_4
chr22,8.744,3.861,TNRC6B,ENSG00000100354.21_7
chr5,14.264,3.861,LMAN2,ENSG00000169223.15_6
chr10,5.386,3.861,LARP4B,ENSG00000107929.15_3
chr8,14.992,3.86,TNFRSF10D,ENSG00000173530.6_4
chr14,5.72,3.86,HECTD1,ENSG00000092148.13_7
chr1,11.75,3.859,ICMT,ENSG00000116237.16_4
chr10,9.575,3.859,FAM171A1,ENSG00000148468.17_4
chr16,13.381,3.858,UBFD1,ENSG00000103353.16_5
chr20,8.487,3.858,CSNK2A1,ENSG00000101266.19_7
chr5,6.697,3.857,PDCD6,ENSG00000249915.8_4
chr11,17.721,3.856,APLP2,ENSG00000084234.17_5
chr12,16.723,3.856,BTBD11,ENSG00000151136.15_4
chr12,16.723,3.856,BTBD11,ENSG00000151136.15_4
chr8,3.44,3.855,ARMC1,ENSG00000104442.10_7
chr10,3.774,3.855,CCNY,ENSG00000108100.18_3
chr19,30.07,3.855,PTBP1,ENSG00000011304.20_7
chr10,5.142,3.854,LARP4B,ENSG00000107929.15_3
chr3,9.255,3.853,TFRC,ENSG00000072274.13_5
chr16,6.863,3.853,USP31,ENSG00000103404.14_5
chr8,5.9,3.849,ARHGEF10,ENSG00000104728.16_6
chr7,6.16,3.849,HIPK2,ENSG00000064393.16_5
chrX,6.421,3.848,PRDX4,ENSG00000123131.13_3
chr15,11.374,3.848,NPTN,ENSG00000156642.17_5
chrX,7.721,3.848,PRDX4,ENSG00000123131.13_3
chr6,17.464,3.847,CD164,ENSG00000135535.17_6
chr11,3.872,3.847,TMX2,ENSG00000213593.10_4
chr14,3.872,3.847,PELI2,ENSG00000139946.10_3
chr14,7.43,3.846,EXOC5,ENSG00000070367.16_5
chr19,6.333,3.845,GADD45GIP1,ENSG00000179271.3_4
chr5,12.446,3.844,FAF2,ENSG00000113194.13_4
chr14,8.487,3.844,BTBD7,ENSG00000011114.15_7
chr1,5.185,3.844,ANKRD13C,ENSG00000118454.13_4
chr1,4.923,3.842,MPZL1,ENSG00000197965.12_5
chr9,4.398,3.841,LRRC8A,ENSG00000136802.11_2
chr16,12.654,3.841,UBE2I,ENSG00000103275.20_4
chr19,10.25,3.84,LMNB2,ENSG00000176619.13_6
chr19,10.183,3.84,KDELR1,ENSG00000105438.9_5
chr15,7.458,3.838,IREB2,ENSG00000136381.13_4
chr21,11.41,3.838,TTC3,ENSG00000182670.13_3
chr18,8.163,3.837,PIAS2,ENSG00000078043.16_8
chr17,5.963,3.837,HELZ,ENSG00000198265.12_6
chr12,8.744,3.837,SBNO1,ENSG00000139697.14_3
chr5,17.085,3.836,HNRNPAB,ENSG00000197451.12_4
chr3,5.142,3.835,HACD2,ENSG00000206527.10_6
chr19,47.794,3.835,HNRNPUL1,ENSG00000105323.17_5
chr10,5.967,3.835,ZMYND11,ENSG00000015171.19_3
chr5,5.967,3.835,FAM172A,ENSG00000113391.19_6
chr5,9.448,3.834,FAF2,ENSG00000113194.13_4
chr2,9.202,3.833,SATB2,ENSG00000119042.17_4
chr1,15.495,3.832,ENAH,ENSG00000154380.17_6
chr5,30.957,3.831,HNRNPA0,ENSG00000177733.7_4
chr9,4.398,3.83,ZBTB6,ENSG00000186130.5_4
chr5,4.168,3.83,GM2A,ENSG00000196743.9_4
chr2,8.407,3.827,LAPTM4A,ENSG00000068697.7_4
chrX,25.103,3.827,DDX3X,ENSG00000215301.10_8
chr9,4.411,3.826,CAMSAP1,ENSG00000130559.19_4
chr2,5.185,3.826,UXS1,ENSG00000115652.14_3
chr1,17.822,3.826,GAS5,ENSG00000234741.8_8
chr17,3.44,3.826,PRKCA,ENSG00000154229.12_4
chr9,5.474,3.826,AGTPBP1,ENSG00000135049.15_5
chr17,7.43,3.826,EIF5A,ENSG00000132507.18_3
chr17,10.916,3.824,CSNK1D,ENSG00000141551.14_6
chr16,15.912,3.824,USP7,ENSG00000187555.16_7
chr15,6.103,3.823,HDGFL3,ENSG00000166503.9_8
chr6,4.923,3.823,SEC63,ENSG00000025796.14_4
chr17,5.525,3.822,SRSF2,ENSG00000161547.16_4
chr11,3.01,3.82,AP001267.5,ENSG00000285827.1_1
chr20,4.398,3.82,SRSF6,ENSG00000124193.16_4
chr13,3.961,3.819,ALG5,ENSG00000120697.9_5
chr3,9.703,3.818,SRPRB,ENSG00000144867.12_5
chr2,8.487,3.817,NCKAP1,ENSG00000061676.15_5
chr6,10.655,3.816,CD164,ENSG00000135535.17_6
chr7,400.0,3.814,ZC3HAV1,ENSG00000105939.13_5
chr2,8.137,3.814,NCKAP1,ENSG00000061676.15_5
chr1,5.195,3.814,MORF4L1P1,ENSG00000218283.2_4
chr6,18.894,3.814,TXNDC5,ENSG00000239264.9_5
chr20,35.999,3.813,RPS21,ENSG00000171858.18_3
chr19,4.168,3.813,DNAJB1,ENSG00000132002.8_6
chr2,5.9,3.812,RIF1,ENSG00000080345.18_7
chr5,5.729,3.811,PPP2CA,ENSG00000113575.10_5
chr13,9.756,3.811,KCTD12,ENSG00000178695.6_3
chr19,13.264,3.81,JUND,ENSG00000130522.6_5
chr1,7.919,3.809,DCAF6,ENSG00000143164.15_3
chr20,15.932,3.809,NORAD,ENSG00000260032.2_5
chr12,4.014,3.808,SPPL3,ENSG00000157837.16_5
chr17,6.14,3.808,FLOT2,ENSG00000132589.16_4
chr22,3.609,3.808,RPL23AP82,ENSG00000184319.16_5
chr6,3.609,3.808,LIN28B,ENSG00000187772.8_5
chr21,4.898,3.808,IFNAR1,ENSG00000142166.13_4
chr12,19.989,3.807,TMBIM6,ENSG00000139644.13_8
chr10,5.373,3.807,GHITM,ENSG00000165678.21_4
chr3,4.561,3.805,SLC25A36,ENSG00000114120.14_6
chr9,17.085,3.805,NRARP,ENSG00000198435.4_4
chr1,8.316,3.803,DHCR24,ENSG00000116133.13_5
chr3,14.488,3.803,RPL15,ENSG00000174748.21_8
chr2,10.987,3.802,STARD7,ENSG00000084090.13_6
chr13,6.68,3.802,CDK8,ENSG00000132964.12_4
chr20,4.307,3.801,CSNK2A1,ENSG00000101266.19_7
chr9,6.35,3.801,MAPKAP1,ENSG00000119487.17_7
chr7,9.693,3.801,MTPN,ENSG00000105887.11_5
chr2,4.875,3.801,AGAP1,ENSG00000157985.19_5
chr4,3.682,3.798,RBPJ,ENSG00000168214.20_7
chr8,5.963,3.798,LAPTM4B,ENSG00000104341.17_5
chr1,10.987,3.797,RO60,ENSG00000116747.12_5
chr13,15.325,3.796,PABPC3,ENSG00000151846.8_3
chr19,15.932,3.796,ELAVL1,ENSG00000066044.15_5
chr10,5.963,3.796,CCDC6,ENSG00000108091.11_4
chr7,400.0,3.796,ZC3HAV1,ENSG00000105939.13_5
chr8,6.625,3.796,AGPAT5,ENSG00000155189.12_5
chr15,4.985,3.795,IREB2,ENSG00000136381.13_4
chr1,3.916,3.795,SNRPE,ENSG00000182004.13_3
chr17,5.446,3.795,CLTC,ENSG00000141367.12_5
chr11,3.44,3.795,SIK2,ENSG00000170145.5_3
chr5,4.923,3.795,FBXW11,ENSG00000072803.17_4
chr16,6.68,3.794,USP31,ENSG00000103404.14_5
chr4,3.346,3.794,MAP9,ENSG00000164114.19_7
chr10,9.186,3.793,BLOC1S2,ENSG00000196072.12_6
chr3,5.72,3.793,ATP1B3,ENSG00000069849.11_5
chr8,28.37,3.793,ZNF703,ENSG00000183779.7_3
chr10,5.474,3.793,SEPHS1,ENSG00000086475.15_4
chr15,6.16,3.793,ZNF770,ENSG00000198146.4_5
chr16,19.657,3.793,USP7,ENSG00000187555.16_7
chr20,34.378,3.792,RPS21,ENSG00000171858.18_3
chr22,9.445,3.791,NUP50,ENSG00000093000.19_4
chr9,10.117,3.791,SURF4,ENSG00000148248.14_4
chr10,9.701,3.791,SNORD98,ENSG00000221182.1
chr1,3.872,3.789,CCSAP,ENSG00000154429.11_5
chr15,10.601,3.789,TMED3,ENSG00000166557.13_4
chr9,5.707,3.787,SMC2,ENSG00000136824.19_4
chr1,4.661,3.787,PTP4A2,ENSG00000184007.21_7
chr17,4.741,3.786,FOXK2,ENSG00000141568.21_5
chr17,13.966,3.784,EIF1,ENSG00000173812.11_4
chr1,8.137,3.783,CLIC4,ENSG00000169504.15_4
chr17,8.407,3.782,MSI2,ENSG00000153944.11_7
chr10,6.103,3.781,ATP5F1C,ENSG00000165629.20_4
chr5,73.681,3.781,RPL37,ENSG00000145592.14_6
chr15,4.661,3.781,NIPA2,ENSG00000140157.14_6
chr8,12.256,3.779,MTDH,ENSG00000147649.10_5
chr8,29.292,3.779,ZNF703,ENSG00000183779.7_3
chr9,3.609,3.779,PTPN3,ENSG00000070159.14_4
chr8,5.64,3.779,CNOT7,ENSG00000198791.12_4
chr6,3.609,3.779,AL356535.1,ENSG00000213087.3_5
chr6,12.961,3.779,SOX4,ENSG00000124766.7_4
chr17,5.379,3.778,HELZ,ENSG00000198265.12_6
chrX,5.9,3.778,USP9X,ENSG00000124486.13_5
chr17,53.558,3.778,SRSF1,ENSG00000136450.13_6
chr19,4.923,3.777,SGTA,ENSG00000104969.10_5
chr14,3.784,3.776,PPP2R5E,ENSG00000154001.14_5
chr12,3.01,3.776,KMT5A,ENSG00000183955.13_6
chr9,4.398,3.776,MEGF9,ENSG00000106780.9_4
chr1,5.707,3.775,ENAH,ENSG00000154380.17_6
chr1,8.675,3.773,YBX1,ENSG00000065978.19_4
chr17,6.94,3.773,CLTC,ENSG00000141367.12_5
chr10,6.978,3.773,TCF7L2,ENSG00000148737.17_7
chr8,25.831,3.773,ZNF703,ENSG00000183779.7_3
chr11,5.142,3.772,TIMM10B,ENSG00000132286.12_4
chr7,4.923,3.771,SLC35B4,ENSG00000205060.11_4
chr1,3.558,3.771,PTPN14,ENSG00000152104.12_5
chr6,18.111,3.77,TXNDC5,ENSG00000239264.9_5
chr20,21.651,3.769,APMAP,ENSG00000101474.12_5
chr8,6.942,3.768,WWP1,ENSG00000123124.14_3
chr10,10.117,3.768,SNORD98,ENSG00000221182.1
chrX,11.161,3.767,RBBP7,ENSG00000102054.17_4
chr12,15.999,3.766,PPP1CC,ENSG00000186298.12_5
chr16,7.974,3.766,USP31,ENSG00000103404.14_5
chr6,3.346,3.766,H2AC8,ENSG00000277075.2_3
chrX,5.185,3.766,PRPS1,ENSG00000147224.12_4
chr15,3.346,3.766,NIPA2,ENSG00000140157.14_6
chr6,11.523,3.765,SOX4,ENSG00000124766.7_4
chr1,7.199,3.765,GALNT2,ENSG00000143641.10_3
chr17,5.897,3.763,CSNK1D,ENSG00000141551.14_6
chr9,4.135,3.763,FNBP1,ENSG00000187239.17_5
chr11,4.135,3.763,AC107956.1,ENSG00000197149.5_5
chr2,8.231,3.763,TSN,ENSG00000211460.12_5
chr12,6.16,3.763,MRPL51,ENSG00000111639.8_6
chr16,4.661,3.763,C16orf72,ENSG00000182831.12_6
chr3,16.87,3.763,NT5DC2,ENSG00000168268.11_4
chr1,3.925,3.763,ATP2B4,ENSG00000058668.14_4
chr15,7.106,3.761,MORF4L1,ENSG00000185787.15_6
chr12,15.385,3.76,DYNLL1,ENSG00000088986.11_5
chr16,9.215,3.759,AC093525.2|ATP6V0C,ENSG00000185883.12_4||ENSG00000260272.1_6
chr4,6.745,3.758,CLCN3,ENSG00000109572.14_7
chr2,4.168,3.758,GORASP2,ENSG00000115806.13_3
chr5,33.968,3.758,RPL37,ENSG00000145592.14_6
chr8,37.413,3.758,RPS20,ENSG00000008988.9_3
chr7,3.872,3.758,CDK6,ENSG00000105810.9_3
chrX,13.217,3.757,DDX3X,ENSG00000215301.10_8
chr2,11.161,3.757,MBOAT2,ENSG00000143797.12_6
chr7,9.448,3.756,RAC1,ENSG00000136238.18_4
chr17,18.854,3.756,ACTG1,ENSG00000184009.12_8
chr19,15.179,3.755,ELAVL1,ENSG00000066044.15_5
chr8,38.556,3.755,ZNF703,ENSG00000183779.7_3
chr8,10.428,3.753,AGPAT5,ENSG00000155189.12_5
chr6,7.716,3.752,SNX3,ENSG00000112335.15_4
chr14,19.08,3.751,DICER1,ENSG00000100697.14_5
chr7,5.185,3.75,GET4,ENSG00000239857.7_6
chr14,5.512,3.75,SEL1L,ENSG00000071537.14_5
chr10,3.609,3.75,LIPA,ENSG00000107798.18_5
chr19,3.609,3.75,ZNF577,ENSG00000161551.14_3
chr15,3.083,3.75,ZNF106,ENSG00000103994.17_8
chr5,4.875,3.75,PITX1,ENSG00000069011.16_4
chr10,5.073,3.75,INPP5A,ENSG00000068383.19_4
chr14,3.609,3.75,SLC39A9,ENSG00000029364.12_3
chr10,26.846,3.748,HELLS,ENSG00000119969.15_4
chr17,49.886,3.748,RPS7P1,ENSG00000263266.2_2
chr14,11.75,3.748,PCNX1,ENSG00000100731.16_5
chr14,9.445,3.747,DICER1,ENSG00000100697.14_5
chr6,8.612,3.746,ADCY10P1,ENSG00000161912.18_4
chrX,5.64,3.746,DDX3X,ENSG00000215301.10_8
chr9,82.092,3.746,SNORD36C,ENSG00000252542.1
chrX,4.923,3.745,EIF1AX,ENSG00000173674.11_4
chr10,22.635,3.742,SCD,ENSG00000099194.6_3
chrX,4.135,3.741,USP9X,ENSG00000124486.13_5
chr13,4.135,3.741,SACS,ENSG00000151835.16_6
chr20,4.135,3.741,VAPB,ENSG00000124164.16_3
chr10,4.661,3.739,ABLIM1,ENSG00000099204.20_7
chr11,4.661,3.739,ALG8,ENSG00000159063.13_6
chr15,58.237,3.738,RPL4|SNORD18B,ENSG00000202529.1||ENSG00000174444.15_5
chr6,4.487,3.738,AL590867.2,ENSG00000218426.5_5
chr17,3.346,3.738,TAOK1,ENSG00000160551.11_6
chr7,400.0,3.737,ZC3HAV1,ENSG00000105939.13_5
chr11,3.235,3.736,LDHA,ENSG00000134333.14_7
chr8,16.245,3.736,TRAM1,ENSG00000067167.8_4
chr14,9.185,3.734,BTBD7,ENSG00000011114.15_7
chr22,12.472,3.734,CERK,ENSG00000100422.14_4
chr2,5.472,3.734,TEX261,ENSG00000144043.12_5
chr19,43.972,3.733,HNRNPUL1,ENSG00000105323.17_5
chr10,13.472,3.732,WDR37,ENSG00000047056.16_5
chr13,7.675,3.731,RFC3,ENSG00000133119.13_5
chr9,3.44,3.729,PTPN3,ENSG00000070159.14_4
chr14,5.386,3.729,MAX,ENSG00000125952.20_7
chr15,8.926,3.729,HDGFL3,ENSG00000166503.9_8
chr6,3.682,3.729,MAP3K7,ENSG00000135341.18_4
chr2,3.346,3.728,RND3,ENSG00000115963.13_3
chr1,5.459,3.727,CAMSAP2,ENSG00000118200.14_5
chr17,29.193,3.727,SRSF1,ENSG00000136450.13_6
chr8,5.459,3.727,ZNF704,ENSG00000164684.13_5
chr1,6.979,3.726,NPM1P39,ENSG00000225159.1_4
chr16,3.199,3.726,EMC8,ENSG00000131148.9_6
chr1,10.475,3.726,SKI,ENSG00000157933.10_3
chr16,15.244,3.726,INO80E,ENSG00000169592.15_6
chr13,3.268,3.725,PROSER1,ENSG00000120685.20_6
chr17,15.684,3.725,SNORD91A,ENSG00000212163.5_3
chr9,20.513,3.724,MAPKAP1,ENSG00000119487.17_7
chr3,16.156,3.723,TRA2B,ENSG00000136527.18_5
chr17,10.018,3.723,MED13,ENSG00000108510.10_5
chr2,13.017,3.722,STARD7,ENSG00000084090.13_6
chr7,6.486,3.72,PDIA4,ENSG00000155660.11_7
chr6,3.609,3.719,PTK7,ENSG00000112655.16_7
chr16,15.362,3.718,C16orf72,ENSG00000182831.12_6
chr12,5.897,3.718,ANAPC5,ENSG00000089053.13_4
chr4,9.338,3.718,ZNF595,ENSG00000272602.6_5
chr8,4.135,3.718,TMEM70,ENSG00000175606.11_4
chr6,11.746,3.717,TXNDC5,ENSG00000239264.9_5
chr12,14.992,3.716,CCND2,ENSG00000118971.8_5
chr11,5.106,3.716,RBM14,ENSG00000239306.4_3
chr11,13.466,3.715,QSER1,ENSG00000060749.15_4
chr19,28.621,3.714,RPS16,ENSG00000105193.9_4
chr5,49.715,3.713,CANX,ENSG00000127022.15_7
chr19,31.671,3.713,RPS16,ENSG00000105193.9_4
chr2,4.661,3.713,YIPF4,ENSG00000119820.11_4
chr4,7.721,3.713,CLCN3,ENSG00000109572.14_7
chr10,3.44,3.712,CCDC6,ENSG00000108091.11_4
chr2,10.611,3.71,FAM168B,ENSG00000152102.18_4
chrX,6.978,3.71,HNRNPH2,ENSG00000126945.9_4
chr15,6.266,3.709,RSL24D1,ENSG00000137876.10_4
chr5,3.06,3.709,REEP5,ENSG00000129625.13_5
chr7,6.907,3.709,HIPK2,ENSG00000064393.16_5
chr15,11.341,3.709,IREB2,ENSG00000136381.13_4
chr20,15.961,3.709,RPS21,ENSG00000171858.18_3
chr5,45.414,3.707,HNRNPA0,ENSG00000177733.7_4
chr7,4.014,3.707,TMEM168,ENSG00000146802.13_5
chr22,15.02,3.707,CRKL,ENSG00000099942.13_3
chr9,7.065,3.706,GCNT1,ENSG00000187210.14_5
chr16,25.153,3.706,AC093512.2|ALDOA,ENSG00000149925.20_7||ENSG00000285043.1_2
chr22,14.691,3.705,EIF3L,ENSG00000100129.18_7
chr17,6.08,3.704,PRPF8,ENSG00000174231.17_5
chr3,4.923,3.703,ARL6IP5,ENSG00000144746.7_3
chr12,5.142,3.703,SLC38A1,ENSG00000111371.16_5
chr12,4.415,3.703,LEMD3,ENSG00000174106.3_4
chr6,10.072,3.703,TXNDC5,ENSG00000239264.9_5
chr7,6.421,3.702,hsa-mir-3654,MI0016054
chr2,4.225,3.7,RNASEH1,ENSG00000171865.10_5
chr8,3.506,3.7,XPO7,ENSG00000130227.17_4
chrX,9.961,3.7,USP9X,ENSG00000124486.13_5
chr7,11.244,3.7,LMBR1,ENSG00000105983.22_6
chr9,81.071,3.699,SNORD36C,ENSG00000252542.1
chr14,4.168,3.699,CALM1,ENSG00000198668.12_5
chr7,400.0,3.698,ZC3HAV1,ENSG00000105939.13_5
chr1,16.87,3.698,PABPC4,ENSG00000090621.14_7
chr21,10.611,3.697,TTC3,ENSG00000182670.13_3
chr8,8.141,3.697,TMEM70,ENSG00000175606.11_4
chr18,5.718,3.697,SEH1L,ENSG00000085415.16_5
chr1,15.749,3.695,FBXO28,ENSG00000143756.12_3
chr5,4.135,3.694,PRKAA1,ENSG00000132356.11_3
chr17,4.655,3.694,SEC14L1,ENSG00000129657.16_8
chr4,3.083,3.694,TBC1D14,ENSG00000132405.19_5
chr16,3.083,3.694,KIAA0556,ENSG00000047578.13_7
chr19,15.086,3.692,PTBP1,ENSG00000011304.20_7
chr16,10.542,3.692,ARL6IP1,ENSG00000170540.15_5
chr8,3.558,3.692,IMPAD1,ENSG00000104331.9_6
chr16,3.199,3.692,TENT4B,ENSG00000121274.13_4
chr4,3.655,3.692,TBC1D14,ENSG00000132405.19_5
chr5,4.014,3.692,SFXN1,ENSG00000164466.13_6
chr21,5.707,3.692,TTC3,ENSG00000182670.13_3
chr15,8.401,3.692,TARS3,ENSG00000185418.16_6
chr11,39.49,3.688,SNORD15B,ENSG00000207445.1
chr2,6.709,3.688,FAM168B,ENSG00000152102.18_4
chr21,9.575,3.688,PTTG1IP,ENSG00000183255.12_5
chr1,7.199,3.687,DESI2,ENSG00000121644.19_3
chr13,8.462,3.687,PROSER1,ENSG00000120685.20_6
chr8,4.661,3.687,UBR5,ENSG00000104517.13_7
chr14,15.457,3.687,DICER1,ENSG00000100697.14_5
chr15,10.655,3.687,IGF1R,ENSG00000140443.15_6
chr17,5.28,3.685,PAFAH1B1,ENSG00000007168.13_4
chr16,13.603,3.684,CNOT1,ENSG00000125107.18_5
chr1,8.975,3.684,MANEAL,ENSG00000185090.14_3
chr8,5.185,3.683,WWP1,ENSG00000123124.14_3
chr16,3.872,3.681,ADCY9,ENSG00000162104.10_5
chr7,13.784,3.681,HOXA3,ENSG00000105997.22_5
chr17,5.9,3.681,HOXB9,ENSG00000170689.10_5
chr2,5.9,3.681,CNNM4,ENSG00000158158.12_3
chr1,3.872,3.681,ADAM15,ENSG00000143537.13_3
chr16,3.107,3.68,PSMD7,ENSG00000103035.11_3
chr7,8.744,3.68,LUZP6,ENSG00000267697.2_7
chr13,5.379,3.679,UBL3,ENSG00000122042.10_4
chr21,5.379,3.679,PRMT2,ENSG00000160310.18_3
chr16,3.346,3.678,HSDL1,ENSG00000103160.12_5
chr14,3.346,3.678,PELI2,ENSG00000139946.10_3
chr21,8.975,3.678,CXADR,ENSG00000154639.19_3
chr8,11.496,3.678,JPH1,ENSG00000104369.5_4
chr1,10.941,3.678,MRPL37,ENSG00000116221.15_2
chr16,4.898,3.676,FOPNL,ENSG00000133393.13_5
chr4,4.985,3.676,SETD7,ENSG00000145391.13_4
chr2,5.64,3.676,UXS1,ENSG00000115652.14_3
chr8,4.898,3.676,UBXN2B,ENSG00000215114.9_3
chr4,7.186,3.676,POLR2B,ENSG00000047315.16_4
chr19,24.375,3.675,ELAVL1,ENSG00000066044.15_5
chr13,5.512,3.674,KCTD12,ENSG00000178695.6_3
chr8,4.398,3.673,CLN8,ENSG00000182372.10_6
chr14,5.739,3.673,DAD1,ENSG00000129562.11_4
chr1,26.182,3.673,SKI,ENSG00000157933.10_3
chr19,58.563,3.673,RPS16,ENSG00000105193.9_4
chr6,10.298,3.67,AL135905.2|PTP4A1,ENSG00000285976.2_3||ENSG00000112245.12_5
chr15,4.135,3.67,NEO1,ENSG00000067141.17_4
chr11,13.013,3.667,SF1,ENSG00000168066.20_5
chr3,4.84,3.667,TFRC,ENSG00000072274.13_5
chr11,6.68,3.667,STT3A,ENSG00000134910.14_6
chr8,8.926,3.667,TMEM70,ENSG00000175606.11_4
chr1,13.017,3.667,RAB4A,ENSG00000168118.12_4
chr2,9.448,3.666,NCKAP1,ENSG00000061676.15_5
chr2,15.729,3.666,CUL3,ENSG00000036257.13_5
chr7,400.0,3.666,ZC3HAV1,ENSG00000105939.13_5
chr6,6.73,3.666,LIN28B,ENSG00000187772.8_5
chr6,22.122,3.666,H4C5,ENSG00000276966.2_3
chr11,3.609,3.665,PAFAH1B2,ENSG00000168092.14_3
chr16,3.083,3.665,THUMPD1,ENSG00000066654.14_6
chr21,3.083,3.665,RCAN1,ENSG00000159200.18_4
chr3,3.558,3.664,NAA50,ENSG00000121579.13_5
chrX,4.561,3.664,FMR1,ENSG00000102081.14_8
chr11,14.597,3.664,SNORD14B|RPS13,ENSG00000201403.1||ENSG00000110700.7_5
chr14,4.888,3.663,SUPT16H,ENSG00000092201.10_4
chr17,15.053,3.663,USP22,ENSG00000124422.12_6
chr7,400.0,3.663,ZC3HAV1,ENSG00000105939.13_5
chr6,13.531,3.662,TXNDC5,ENSG00000239264.9_5
chr6,20.147,3.662,SNORD101,ENSG00000206754.1
chr7,8.406,3.662,RAC1,ENSG00000136238.18_4
chr6,17.266,3.66,TXNDC5,ENSG00000239264.9_5
chr5,35.191,3.66,RACK1,ENSG00000204628.12_7
chr7,400.0,3.659,ZC3HAV1,ENSG00000105939.13_5
chr12,4.985,3.657,DAZAP2,ENSG00000183283.16_3
chr1,3.872,3.657,AL445524.2|EGLN1,ENSG00000135766.9_4||ENSG00000287856.1_2
chr13,4.985,3.657,TFDP1,ENSG00000198176.13_5
chr4,4.135,3.657,CLCN3,ENSG00000109572.14_7
chr17,3.44,3.657,HELZ,ENSG00000198265.12_6
chr4,3.199,3.657,RBPJ,ENSG00000168214.20_7
chr7,3.872,3.657,ESYT2,ENSG00000117868.17_7
chr7,5.9,3.657,DNAJB6,ENSG00000105993.15_6
chr7,3.655,3.657,FKBP14,ENSG00000106080.11_3
chr9,7.458,3.656,GNAQ,ENSG00000156052.11_6
chr21,6.421,3.656,TTC3,ENSG00000182670.13_3
chr5,43.857,3.655,CANX,ENSG00000127022.15_7
chr7,400.0,3.654,ZC3HAV1,ENSG00000105939.13_5
chr16,11.857,3.654,CNOT1,ENSG00000125107.18_5
chr4,10.428,3.653,ADGRA3,ENSG00000152990.14_5
chr8,3.682,3.653,GPAA1,ENSG00000197858.11_3
chr7,3.609,3.653,KDELR2,ENSG00000136240.10_5
chr11,3.682,3.653,KMT2A,ENSG00000118058.22_7
chr20,3.107,3.653,CSNK2A1,ENSG00000101266.19_7
chrX,3.682,3.653,SEPHS1P4,ENSG00000230146.1_4
chr8,3.682,3.653,SLC7A2,ENSG00000003989.17_6
chr16,3.682,3.653,USP10,ENSG00000103194.15_5
chr22,42.843,3.652,AP000350.4|MIF,ENSG00000251357.4_6||ENSG00000240972.2_5
chrX,4.898,3.652,PRDX4,ENSG00000123131.13_3
chr3,5.379,3.652,SACM1L,ENSG00000211456.13_5
chr20,5.379,3.652,VAPB,ENSG00000124164.16_3
chr5,16.691,3.651,CANX,ENSG00000127022.15_7
chr10,9.202,3.65,ZNF503,ENSG00000165655.17_5
chr16,7.675,3.649,INO80E,ENSG00000169592.15_6
chr8,4.655,3.648,OTUD6B-AS1,ENSG00000253738.2_8
chr16,12.109,3.647,TUFM,ENSG00000178952.11_5
chr22,17.234,3.647,EIF3L,ENSG00000100129.18_7
chr14,11.496,3.647,TMED10,ENSG00000170348.9_4
chr7,400.0,3.646,ZC3HAV1,ENSG00000105939.13_5
chr5,3.346,3.646,ISOC1,ENSG00000066583.12_5
chr5,3.346,3.646,SMAD5,ENSG00000113658.18_5
chr1,3.925,3.646,OTUD3,ENSG00000169914.6_3
chr1,10.642,3.645,FBXO28,ENSG00000143756.12_3
chr1,7.675,3.645,DCAF6,ENSG00000143164.15_3
chr19,5.386,3.644,ZNF507,ENSG00000168813.17_4
chr3,4.135,3.644,SENP5,ENSG00000119231.11_7
chr18,4.135,3.644,ZNF516,ENSG00000101493.11_5
chr19,6.208,3.644,MLLT1,ENSG00000130382.9_5
chr1,12.961,3.642,CNIH4,ENSG00000143771.12_4
chr6,5.877,3.642,BCLAF1,ENSG00000029363.17_8
chr22,3.744,3.642,GRK3,ENSG00000100077.15_6
chr1,18.899,3.642,RAB4A,ENSG00000168118.12_4
chr4,5.076,3.642,PCDH10,ENSG00000138650.9_4
chr8,6.942,3.641,SLC7A2,ENSG00000003989.17_6
chr7,400.0,3.64,ZC3HAV1,ENSG00000105939.13_5
chr3,6.498,3.639,SLC33A1,ENSG00000169359.16_7
chr8,5.379,3.638,RAB2A,ENSG00000104388.15_6
chr5,7.458,3.638,DCP2,ENSG00000172795.16_3
chr6,21.632,3.637,SNORD101,ENSG00000206754.1
chr7,400.0,3.637,ZC3HAV1,ENSG00000105939.13_5
chr1,5.142,3.636,ARID1A,ENSG00000117713.20_6
chr18,7.405,3.636,ONECUT2,ENSG00000119547.6_4
chr12,6.421,3.635,PTPN11,ENSG00000179295.17_3
